1						ACTIVO	29509568112,230	4780919540,000	4701489135,370	29588998516,860
1	11					DISPONIBLE	313408394,130	2176548633,000	1782680633,000	707276394,130
1	11	05				CAJA	26357033,490	22282368,000	22592790,000	26046611,490
1	11	05	05			CAJA GENERAL	2028734,670	22282368,000	20543519,000	3767583,670
1	11	05	05	01		CAJA GENERAL	2028734,670	22282368,000	20543519,000	3767583,670
1	11	05	10			CAJAS MENORES	4000000,000	0,000	0,000	4000000,000
1	11	05	10	01		CAJA MENOR ADMINISTRACION	4000000,000	0,000	0,000	4000000,000
1	11	05	15			MONEDA EXTRANJERA	20328298,820	0,000	2049271,000	18279027,820
1	11	10				BANCOS	287010382,760	2150515035,000	1760081225,000	677444192,760
1	11	10	05			MONEDA NACIONAL	287010382,760	2150515035,000	1760081225,000	677444192,760
1	11	10	05	01		DAVIVIENDA	21251770,590	1340259975,000	776514161,000	584997584,590
1	11	10	05	01	01	DAVIVIENDA CTA 001103049317	21251770,590	1340259975,000	776514161,000	584997584,590
1	11	10	05	02		BANCOLOMBIA	265758612,170	810255060,000	983567064,000	92446608,170
1	11	10	05	02	01	BANCOLOMBIA CTA 20413569941	265758612,170	810255060,000	983567064,000	92446608,170
1	11	20				CUENTAS DE AHORROS	40977,880	3751230,000	6618,000	3785589,880
1	11	20	05			BANCOS	40977,880	3751230,000	6618,000	3785589,880
1	11	20	05	01		DAVIVIENDA	40977,880	3751230,000	6618,000	3785589,880
1	11	20	05	01	01	DAVIVIENDA CTA 1103049317	40977,880	3751230,000	6618,000	3785589,880
1	12					INVERSIONES	1561552130,550	59821296,000	179471775,000	1441901651,550
1	12	45				DERECHOS FIDUCIARIOS	1561552130,550	59821296,000	179471775,000	1441901651,550
1	12	45	05			FIDEICOMISOS DE INVERSION MONEDA NACIONAL	1561552130,550	59821296,000	179471775,000	1441901651,550
1	12	45	05	04		CORREVAL S.A. - FONVAL  NO. 12606014447	1203182586,930	0,000	120000000,000	1083182586,930
1	12	45	05	06		ALIANZA VALORES	59471774,620	59821296,000	59471775,000	59821295,620
1	12	45	05	07		CORREVAL S.A - INMOVAL	298897769,000	0,000	0,000	298897769,000
1	13					DEUDORES	2449529540,030	2526339896,000	2539817322,970	2436052113,060
1	13	05				CLIENTES	439814375,000	2240579313,000	2236881206,000	443512482,000
1	13	05	05			NACIONALES	439814375,000	2240579313,000	2236881206,000	443512482,000
1	13	05	05	01		MATRICULA	46488703,000	16450214,000	24966971,000	37971946,000
1	13	05	05	01	01	MATRICULA	45697442,000	14886769,000	23403526,000	37180685,000
1	13	05	05	01	02	DERECHOS DE GRADO	791261,000	270111,000	270111,000	791261,000
1	13	05	05	01	04	ADMISIONES	0,000	1293334,000	1293334,000	0,000
1	13	05	05	02		PENSION	263715767,000	1634513991,000	1628651209,000	269578549,000
1	13	05	05	02	01	PENSION	263715767,000	1634513991,000	1628651209,000	269578549,000
1	13	05	05	03		TRANSPORTE	57841747,000	264117376,000	263330508,000	58628615,000
1	13	05	05	03	01	TRANSPORTE NORMAL	55915647,000	261948806,000	260410438,000	57454015,000
1	13	05	05	03	02	TRANSPORTE PUERTA A PUERTA	924100,000	0,000	0,000	924100,000
1	13	05	05	03	05	TRANSPORTE ACOMPA•ANTE	0,000	2118470,000	2118470,000	0,000
1	13	05	05	03	07	TRANS PUERTA A PUERTA ENTRENAMIENTOS DEPORT DE PRIMARIA SEMESTRALES	751500,000	0,000	501000,000	250500,000
1	13	05	05	03	08	TRANS PUERTA A PUERTA ENTRENAMIENTOS DEPORT ESC MEDIA Y BACHILLERATO TRIMESTRAL	250500,000	50100,000	300600,000	0,000
1	13	05	05	04		CAFETERIA	47953811,000	215322674,000	212505996,000	50770489,000
1	13	05	05	04	01	CAFETERIA	47535111,000	214051174,000	211147496,000	50438789,000
1	13	05	05	04	06	TIENDA	418700,000	1271500,000	1358500,000	331700,000
1	13	05	05	50		MUSICALES	1463334,000	6618408,000	7451742,000	630000,000
1	13	05	05	50	01	VIOLIN	0,000	3519931,000	3519931,000	0,000
1	13	05	05	50	02	GUITARRA	216667,000	162500,000	379167,000	0,000
1	13	05	05	50	03	PIANO	216667,000	2033477,000	2250144,000	0,000
1	13	05	05	50	04	BATERIA	0,000	325000,000	325000,000	0,000
1	13	05	05	50	06	BANDA	400000,000	100000,000	500000,000	0,000
1	13	05	05	50	14	GUITARRA ELECTRICA	0,000	162500,000	162500,000	0,000
1	13	05	05	50	15	CANTO POR DOS PERSONAS	630000,000	315000,000	315000,000	630000,000
