4						INGRESO	2106151629,128	2400450364,049	2277800770,987	2206626052,571	2182250267,366	2101960987,701	-79957452,948	2884980307,643	2576152009,357	2475587942,781	2393137593,124	2342421136,345
4	41					OPERACIONALES	2102852258,878	2397150993,799	2274501400,737	2203326682,321	2178950897,116	2098661617,451	-83256823,198	2881680937,393	2572852639,107	2472288572,531	2389838222,874	2339121766,095
4	41	60				ENSEÑANZA	2246668303,555	2540967038,476	2418317445,414	2347142726,997	2322766941,793	2242477662,128	4510901,759	3204414994,155	2729724122,252	2629160055,676	2546709706,019	2495993249,240
4	41	60	05			ACTIVIDADES RELACIONADAS CON LA EDUCACION	2246668303,555	2540967038,476	2418317445,414	2347142726,997	2322766941,793	2242477662,128	4510901,759	3204414994,155	2729724122,252	2629160055,676	2546709706,019	2495993249,240
4	41	60	05	01		INGRESOS POR MATRICULA	158420323,399	158420323,399	158420323,399	158420323,399	173546514,547	158420323,399		2888069188,441	170302729,620	170302729,620	170302729,620	170302729,620
4	41	60	05	01	01	ING. MATRICULA								1805586567,864				
4	41	60	05	01	02	ING. SISTEMATIZACION								286888705,758				
4	41	60	05	01	03	ING. ALQUILER TEXTOS	58170974,151	58170974,151	58170974,151	58170974,151	58170974,151	58170974,151		31524760,434	63049520,868	63049520,868	63049520,868	63049520,868
4	41	60	05	01	04	ING. MATERIALES	54356757,512	54356757,512	54356757,512	54356757,512	54356757,512	54356757,512		29457711,230	58915422,460	58915422,460	58915422,460	58915422,460
4	41	60	05	01	05	ING. PROYECTO TECNOLOGICO								522873771,025				
4	41	60	05	01	07	ING. OTROS DERIVADOS DE LA EDUCACION								187568778,985				
4	41	60	05	01	08	ING. ADMISIONES												
4	41	60	05	01	10	ING. PROYECTO RESPONSABILIDAD SOCIAL	22492123,824	22492123,824	22492123,824	22492123,824	22492123,824	22492123,824		11350398,000	22700795,999	22700795,999	22700795,999	22700795,999
4	41	60	05	01	11	ING. DERECHOS DE GRADO					15126191,148							
4	41	60	05	01	12	ING. SERVICIO MEDICO												
4	41	60	05	01	13	ING. LICENCIAS-SOFTWARE EDUCATIVO												
4	41	60	05	01	14	ING. ESTRATEGIAS ESP. DE FORMACION	2356050,254	2356050,254	2356050,254	2356050,254	2356050,254	2356050,254		1285209,994	2570419,988	2570419,988	2570419,988	2570419,988
4	41	60	05	01	15	ING. ORIENTACION PROFESIONAL	1259437,123	1259437,123	1259437,123	1259437,123	1259437,123	1259437,123		678158,451	1356316,901	1356316,901	1356316,901	1356316,901
4	41	60	05	01	16	ING. ACTIV. CULTURALES, FAMILIARES Y COMUNITARIAS												
4	41	60	05	01	17	ING. PRUEBAS ESTANDARIZADAS DE INGLES	4791235,082	4791235,082	4791235,082	4791235,082	4791235,082	4791235,082		2468247,594	4936495,189	4936495,189	4936495,189	4936495,189
4	41	60	05	01	18	ING. PROYECTO DE INFRAESTRUCTURA	5706062,057	5706062,057	5706062,057	5706062,057	5706062,057	5706062,057		3099926,016	6199852,032	6199852,032	6199852,032	6199852,032
4	41	60	05	01	20	ING. TERCER IDIOMA	9287683,397	9287683,397	9287683,397	9287683,397	9287683,397	9287683,397		5286953,091	10573906,181	10573906,181	10573906,181	10573906,181
4	41	60	05	02		INGRESOS POR PENSION	1614386795,000	1614386795,000	1614386795,000	1614386795,000	1614386795,000	1614386795,000			1805586567,864	1805586567,864	1805586567,864	1805586567,864
4	41	60	05	02	01	ING. PENSION	1614386795,000	1614386795,000	1614386795,000	1614386795,000	1614386795,000	1614386795,000			1805586567,864	1805586567,864	1805586567,864	1805586567,864
4	41	60	05	02	02	ING. CERTIFICADOS												
4	41	60	05	03		INGRESOS POR TRANSPORTE	256653175,041	280103175,041	263353175,041	260003175,041	256653175,041	256653175,041		165352681,008	286899422,016	283248927,016	279598432,016	279598432,016
4	41	60	05	03	01	ING. TRANSPORTE NORMAL	256653175,041	256653175,041	256653175,041	256653175,041	256653175,041	256653175,041		139799216,008	279598432,016	279598432,016	279598432,016	279598432,016
4	41	60	05	03	02	ING. TRANSPORTE PUERTA A PUERTA												
4	41	60	05	03	04	ING TRANS PUERTA PUERTA EXTRACURRICULARES		14000000,000	4000000,000	2000000,000				15255800,000	4358800,000	2179400,000		
4	41	60	05	03	05	ING TRANS PUERTA A PUERTA ENTRENAMIENTOS DEPORT DE PRIMARIA SEMESTRALES		7000000,000	2000000,000	1000000,000				7627900,000	2179400,000	1089700,000		
4	41	60	05	03	06	ING TRANS PUERTA A PUERTA ENTRENAMIENTOS DEPORT ESC MEDIA Y BACHILLERATO TRIMESTRAL		2450000,000	700000,000	350000,000				2669765,000	762790,000	381395,000		
4	41	60	05	04		INGRESOS POR CAFETERIA	215155752,200	215980752,200	215980752,200	215980752,200	214743252,200	210205752,200	3060750,000	115962310,480	223179620,960	223179620,960	224054120,960	218807120,960
4	41	60	05	04	01	ING. CAFETERIA	207730752,200	207730752,200	207730752,200	207730752,200	207730752,200	207730752,200		107217310,480	214434620,960	214434620,960	214434620,960	214434620,960
4	41	60	05	04	02	ING. CAFETERIA TIENDA	7425000,000	8250000,000	8250000,000	8250000,000	7012500,000	2475000,000	3060750,000	8745000,000	8745000,000	8745000,000	9619500,000	4372500,000
4	41	60	05	05		INGRESOS POR LEARNING CENTER												
4	41	60	05	05	01	ING. LEARNING CENTER												
4	41	60	05	50		MUSICALES		100280462,400	50140231,200	16713410,400				17559971,401	122919799,808	35119942,802		
4	41	60	05	50	01	ING. VIOLIN		30394284,480	15197142,240	5065714,080				5336245,726	37353720,083	10672491,452		
4	41	60	05	50	02	ING. GUITARRA		3763101,888	1881550,944	627183,648				691407,254	4839850,775	1382814,507		
4	41	60	05	50	03	ING. PIANO		27416885,184	13708442,592	4569480,864				4302089,578	30114627,044	8604179,155		
4	41	60	05	50	04	ING. BATERIA		15052407,552	7526203,776	2508734,592				2304690,845	16132835,916	4609381,690		
4	41	60	05	50	05	ING. CANTO		3914728,704	1957364,352	652454,784				1398573,077	9790011,539	2797146,154		
4	41	60	05	50	06	ING. BANDA		1350857,088	675428,544	225142,848				386084,962	2702594,735	772169,924		
4	41	60	05	50	07	ING. VIENTOS								89626,866	627388,063	179253,732		
4	41	60	05	50	12	ING. BAJO ELECTRICO		2150343,936	1075171,968	358390,656				230469,085	1613283,592	460938,169		
4	41	60	05	50	14	ING. GUITARRA ELECTRICA		6451031,808	3225515,904	1075171,968				921876,338	6453134,367	1843752,676		
